Date,Time,Timezone,Retailer,lastUserSessionId,store,Retailer StoreID,country,lastActiveUser,app version,Q1: How satisfied are you with the NewStore Associate App?,Q2: Can you tell us why?,Q2. Other (please specify) explain,Q3: How often do these issues occur?,"Q4: How would you rate the recent app's performance (e.g., speed, reliability)?",Q5: Where should we focus on improving the app?,Q5. Others (please specify) explain,"Q6: Any other thoughts, feedback, or ideas you have for us?"
2024-10-22,20:12:33,UTC,lego,,,lego_,,,1.56.0 ,😍 Very satisfied,,,,,,,
2024-10-22,22:44:14,UTC,lego,4zPU8J1pRDfJBy6AJCdR3,728,lego_728,,6ccafca8320f58f08c9cb38beb75f52f,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,"`Searching` ,`Customer Capture`",,Make sure the email autofill suggestions is added to Luca and all other aspects of NewStore. And turn off autocorrect if possible when typing emails 
2024-10-23,0:12:34,UTC,rmwilliams,03BjCpCdlP7-8hFIGMlmn,404,rmwilliams_404,,2f27d9bc027e57708861ca5508318041,1.53.1 ,😐 Neutral,`Other (please specify)`,The camera won’t scan things sometime ,Occasionally (2-3 times per week),🙂 Good,`Scanning`,,
2024-10-23,0:27:52,UTC,lego,1ybtCc_UoXThMLuRiwOIi,721,lego_721,,f8acf24b46f75779bb85985975a585e7,1.56.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work`",,Frequently (more than 3 times per week),🙂 Good,"`Speed and Performance` ,`Logging in`",,Luca integration could be better
2024-10-23,2:47:54,UTC,rmwilliams,Km_n_Qzlw9_gKE4AUbfkB,226,rmwilliams_226,,0f2488c2f13d58daa27252506868379d,1.53.1 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Scanning` ,`Searching`",,N/A
2024-10-23,6:07:45,UTC,lego,RPUZKAdtxLPX-kPJFgSI-,110,lego_110,,7b926fecf8a9535eb2250204dd7bc4bb,1.56.0 ,🙂 Satisfied,,,,🙂 Good,`Speed and Performance`,,Connection to receipt printer still takes some time. 
2024-10-23,6:51:34,UTC,lego,LpEFP4S2gaxbibfw_r-Bp,758,lego_758,,e5e89c6ddb94568c8108aaccd50c07bf,1.55.0 ,😐 Neutral,`Slow response to actions (like adding items to a cart)`,,Occasionally (2-3 times per week),😐 OK,"`Speed and Performance` ,`Scanning` ,`Searching` ,`Payment`",,
2024-10-23,7:18:35,UTC,footasylum,94ECdsnM83iXQKoeoGQIK,S0048,footasylum_S0048,,2e2080aa4e045910b9c82ff31d60d12f,1.56.0 ,😭 Very Unsatisfied,"`It’s hard to find products.` ,`The login process interrupts my work`",,Occasionally (2-3 times per week),😐 OK,"`Speed and Performance` ,`Searching` ,`Ease of Navigation`",,
2024-10-23,7:53:53,UTC,lego,0V2bK4GCXrTE6Na-ED3hC,737,lego_737,,01e8de60c7d952b4adf910f6f73f70b6,1.55.0 ,😐 Neutral,`Photos and content load slowly.`,,Frequently (more than 3 times per week),😐 OK,"`Speed and Performance` ,`Scanning` ,`Payment`",,
2024-10-23,8:20:09,UTC,lego,MhSPtXayOGctBYjk_eVtw,890,lego_890,,97a051dbb4f45b2c9b0dc2aeb13b6de1,1.54.0 ,😭 Very Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),😭 Very poor,"`Speed and Performance` ,`Logging in` ,`Scanning`",,Sometimes i need to login more then ones of the day aplication is very slowly and when we got open Luca i can't scan the product 
2024-10-23,8:29:54,UTC,whitestuff,pl8XdCfQepbpT1ZyVNA1u,63,whitestuff_63,,f101fdffbf455d70a0e53e70139d8186,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,`Scanning`,,Scanner too sensitive
2024-10-23,8:56:59,UTC,clarks,TB6RA_l_oNCjrMWz4jPW3,2520,clarks_2520,,092ccde602775264a4fa884edd559bcc,1.56.0 ,🙂 Satisfied,,,,🙂 Good,`Searching`,,
2024-10-23,10:02:33,UTC,lego,,,lego_,,,1.55.0 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Logging in` ,`Scanning`",,Thank you
2024-10-23,10:06:23,UTC,footasylum,XyQHKeJkmRCcT9bTka_IB,S0045,footasylum_S0045,,54f5f2b72e065e30a08f30efc2aa3ec9,1.56.0 ,😍 Very satisfied,,,,🙂 Good,`Speed and Performance`,,
2024-10-23,10:15:50,UTC,footasylum,moDX8eUb8sKi-9My9OX--,S0007,footasylum_S0007,,f061dd1555395d4791a30ea5e78bb19d,1.56.0 ,😭 Very Unsatisfied,,,,,,,
2024-10-23,10:21:30,UTC,sweatybetty,KYp3duSS9_R2lU7Q3Idkk,138,sweatybetty_138,,69ceef3869345ef6be7f85a308da9cb0,1.56.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Searching` ,`Payment`",,
2024-10-23,11:31:44,UTC,clarks,zkzySO5030l4_oRF_uHfl,5414,clarks_5414,,f24390dae7cc5ed4928b7a6dd998e409,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,`Speed and Performance`,,
2024-10-23,11:42:47,UTC,lego,MLmH2rHMxhXdg3ZTJBZ0K,100,lego_100,,9f693824113e57078bf92e69950abd65,1.55.0 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Logging in`",,No
2024-10-23,12:30:40,UTC,clarks,eYlBI5vKvIIy74_JEhn6k,1844,clarks_1844,,b1c4f10d168055259ac23a5838bc5144,1.55.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),😭 Very poor,`Speed and Performance`,,
2024-10-23,12:40:47,UTC,clarks,4lUOFphabB3qKzmLV5V68,3155,clarks_3155,,52513a5170bc58c2bbcfe3d8207af17e,1.56.0 ,🙁 Unsatisfied,`Other (please specify)`,Notification sound for the runner is not loud or distinct enough. Please consider another notification sound,Consistently (daily),🙂 Good,`Others (please specify)`,Runners interface,
2024-10-23,13:20:57,UTC,clarks,dwy41kb-5qxiUz3VQSdDv,3245,clarks_3245,,8ff7192788895cb5bad9779aab47590a,1.56.0 ,😐 Neutral,,,,,,,
2024-10-23,13:33:03,UTC,clarks,iY748yQOeAKpiJYisDZyB,2282,clarks_2282,,4f8127e2b6395384a0c6de1e5dfa14bd,1.56.0 ,🙂 Satisfied,,,,,,,
2024-10-23,14:42:31,UTC,clarks,ZF-UtAwcAkzJUagVNPLrw,5516,clarks_5516,,2bb5e33f025d5dce925da66caf47db8f,1.56.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Ease of Navigation`",,
2024-10-23,15:32:01,UTC,untuckit,XglVc-Q7QbGavWU3Lywnb,5d8ec613-8bed-4b5b-9898-3c8e6bb0c691,untuckit_5d8ec613-8bed-4b5b-9898-3c8e6bb0c691,,b2a721ec181a46d4a6056d9d0a084c94,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,`Speed and Performance`,,
2024-10-23,15:47:26,UTC,clarks,-VMtEmAsaAHyzKcVshYnR,3135,clarks_3135,,1033be769ba25726bb995f5a6bb781eb,1.52.0 ,🙂 Satisfied,,,,☹️ Poor,"`Searching` ,`Ease of Navigation`",,Seeing the inventory at a glance rather than habing to click every size to fjdn out if it js in stock 
2024-10-23,16:05:32,UTC,clarks,iRJ-5Plfrvp3ZqOFDZOqE,2523,clarks_2523,,073bd7a5ac4b56e4a915dd568616250d,1.56.0 ,😐 Neutral,"`It’s hard to find products.` ,`The login process interrupts my work` ,`Other (please specify)`",Can't filter products by width fitting ,Consistently (daily),🙂 Good,"`Logging in` ,`Searching` ,`Ease of Navigation`",,"Add more filters for narrowing down what we are searching for. Not having to completely sign in every other day, once a week is enough. Having an easier way to look up addresses for delivery  "
2024-10-23,16:05:59,UTC,clarks,vF_VzMh9qZgozWjI0Vh4i,5024,clarks_5024,,86cfa5514e8a53f5a531ccde72e1678b,1.56.0 ,😭 Very Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),😭 Very poor,"`Speed and Performance` ,`Logging in`",,
2024-10-23,16:07:11,UTC,windsor,1BIxV3B4UPeFaPs0hSAMD,200,windsor_200,,ff925029a34b5cef89c20d959b3a0c9e,1.55.0 ,🙂 Satisfied,,,,😍 Excellent,`Others (please specify)`,I believe that as soon as we pick something we should be able to pack. For example if I can’t find something I can have someone pack while I’m still searching.,
2024-10-23,16:37:58,UTC,whitestuff,JynUA6ApQ5-xNUq5rOq8k,58,whitestuff_58,,7ef416afa0485228ae4285c2cba106cf,1.56.0 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Logging in`",,"It’s can be a real inconvenience when you need to re sign in if it happens halfway through a shift and your serving a customer or lone trading , maybe it could ask at the start of a shift or give you a 2hr log out warning "
2024-10-23,16:39:34,UTC,axelarigato,M6PEodms3l3bKnxJwHLFy,1720_NYC_Soho,axelarigato_1720_NYC_Soho,,fba1c98ce645546597888af61f868a31,1.56.0 ,😐 Neutral,`Other (please specify)`,Unable to see individual sales during the day,Consistently (daily),🙂 Good,`Ease of Navigation`,,
2024-10-23,17:07:08,UTC,clarks,fV1Ud_z6VUApjtFLYzXug,A812,clarks_A812,,25274e9dd9d2560ab04c10891487cad5,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,,,
2024-10-23,17:10:56,UTC,fossilgroup,F1wG-oi4_f-hboRbEPHTh,7601,fossilgroup_7601,,b6a8ea9df7e150a09612c1707fe84298,1.55.0 ,🙂 Satisfied,,,,🙂 Good,"`Logging in` ,`Customer Capture`",,"When customers are entering their email, the @email suggested autofill doesn’t go away and covers the name entry field  and customers miss it/ are confused. Also there absolutely needs to be the option to select multiple items to apply a discount to at a time. If someone is buying multiple watches or things with different additional promotions it takes a long time to apply"
2024-10-23,18:15:07,UTC,lego,1ybtCc_UoXThMLuRiwOIi,721,lego_721,,f8acf24b46f75779bb85985975a585e7,1.56.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,"Too many issues to type in this small box. Primarily, logging in repeatedly instead of being able to use the PIN, connecting to other devices (printers and PEDs), and interacting with other apps (LUCA for points & rewards). "
2024-10-23,18:29:20,UTC,clarks,BnqshBkT6tg37Ytl0KgXd,A839,clarks_A839,,82a07e0c0aea5f2097fd8b6ce5a979f9,1.55.0 ,🙁 Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),😐 OK,"`Logging in` ,`Searching`",,
2024-10-23,19:13:55,UTC,clarks,Vfus-KNs75CVZGao9xmL2,A860,clarks_A860,,5045311dd0415bffad88d91087d40151,1.56.0 ,🙁 Unsatisfied,`The login process interrupts my work`,,Frequently (more than 3 times per week),☹️ Poor,`Ease of Navigation`,,
2024-10-23,20:33:27,UTC,roots,eJZBmayLEpdyq5MaNqvvl,279,roots_279,,6f6e6bc0637756ce89379d598a8f2abe,1.55.0 ,🙂 Satisfied,,,,😍 Excellent,"`Logging in` ,`Payment`",,
2024-10-23,22:02:59,UTC,clarks,OyBRt4iYn9vRGPsyXOcmW,A840,clarks_A840,,000b532a099b56c1a798aa47fdc58cf4,1.56.0 ,😍 Very satisfied,,,,,,,
2024-10-23,23:48:15,UTC,fossilgroup,CnCxfSKtCW7EjaxB58shU,7474,fossilgroup_7474,,c3f439cda7b45867bd8e74ec93156bc8,1.55.0 ,😐 Neutral,`The login process interrupts my work`,,Consistently (daily),,,,
2024-10-24,1:49:44,UTC,fossilgroup,0zKfdS7hiERGIHQ9SmTKu,7546,fossilgroup_7546,,22c72c32cb435737904eaba23293cb91,1.56.0 ,🙂 Satisfied,,,,,,,
2024-10-24,3:03:07,UTC,williams,SbKgt2TTUvANpWGEC6qig,KEY,williams_KEY,,eaad565e5f075c8d90992f6af692ff44,1.55.0 ,😐 Neutral,,,,,,,
2024-10-24,4:06:56,UTC,rmwilliams,VNG4ENkSJVJtwGEHhmFZJ,407,rmwilliams_407,,6caa03bcceef5152b263e9d4073702ff,1.53.1 ,🙂 Satisfied,,,,😭 Very poor,"`Ease of Navigation` ,`Payment`",,
2024-10-24,4:24:26,UTC,burton,zI3666IISUJPSajb5iu35,BNG,burton_BNG,,e77039ee249357cc80fe8cb88e597e4f,1.56.0 ,😭 Very Unsatisfied,,,,,,,
2024-10-24,6:12:09,UTC,williams,ca2-Z8vpSeC4irNreME_z,KGC,williams_KGC,,53c3241a1e255387b8544b1386bf7f96,1.55.0 ,😐 Neutral,,,,,,,
2024-10-24,7:49:41,UTC,footasylum,,,footasylum_,,,1.56.0 ,😍 Very satisfied,,,,,,,
2024-10-24,8:49:45,UTC,footasylum,wJ5FtmSqJRIlq_C_wVwxx,S0047,footasylum_S0047,,7b0ad61212185ff5b1410c939d75ee3a,1.56.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Ease of Navigation`",,
2024-10-24,8:50:14,UTC,whitestuff,SavcbhZsbASRvv-sFseKh,105,whitestuff_105,,dc4c4ec70bda51d1b48ffc251f859ce0,1.56.0 ,😐 Neutral,`Other (please specify)`,Buffering ,Occasionally (2-3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Payment`",,
2024-10-24,9:33:05,UTC,sweatybetty,zxQyKq-87ebZRnd9_zll1,131,sweatybetty_131,,f046b0b417685a78916f264e41c377e4,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Scanning` ,`Searching`",,
2024-10-24,10:06:41,UTC,clarks,cgs0EmIYIlvsC7KpBiFjp,5473,clarks_5473,,2dd87dd2b04551c9983ad6d2fb62881d,1.53.0 ,😐 Neutral,,,,,,,
2024-10-24,10:39:06,UTC,clarks,qJ_QSaIpfhJttD-NsHL3N,1668,clarks_1668,,f78efe15841f58d09eb019dc110b1f1e,1.56.0 ,😐 Neutral,`It’s hard to find products.`,,Frequently (more than 3 times per week),😐 OK,`Customer Capture`,,"If email is provided in sale, you should be able to enable emails from the receipt screen."
2024-10-24,11:02:11,UTC,lego,4OLOMJxc2BFxc14V2UVch,875,lego_875,,bf488578f40153b2be7c12bcbb07387c,1.56.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Scanning` ,`Searching` ,`Payment` ,`Others (please specify)`",Receipt printing is awfully slow,"An external scanner would be better, much more efficient than a phone camera — very quick and reliable. I’m finding transactions take twice as long because the phone camera picks up on multiple/wrong barcodes rather than the ones intended to scan. "
2024-10-24,11:38:46,UTC,lego,8fWTMN_gPAkfG79lSwt5G,879,lego_879,,1fc91e6816e75a208b6e72d1f6e4395c,1.56.0 ,🙂 Satisfied,,,,🙂 Good,`Speed and Performance`,,
2024-10-24,12:23:06,UTC,footasylum,01i3yxEW9BSY2eLpURJKa,S0037,footasylum_S0037,,7cf460ea617f573a974fa8dc225b0973,1.56.0 ,😭 Very Unsatisfied,`Other (please specify)`,it’s broken m8,Consistently (daily),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,
2024-10-24,12:46:49,UTC,lego,H4BS5YKMiwZMEqt1u2jDR,868,lego_868,,e8cbdcf65aae5b9380cf374c25709881,1.56.0 ,🙂 Satisfied,,,,🙂 Good,`Others (please specify)`,The fact that when you unlock the phone to start an order it will not process the payment and the app has to be closed then reopened. ,When we unlock our phones if we try to do different tasks on them the system might take a while to allow us access be able to perform them like a non sale or when ringing up a guest. 
2024-10-24,12:53:23,UTC,clarks,qAFtXiT9PLUgnCgm8u7Mk,1784,clarks_1784,,1853d3dfd57052879fd34fa62d625618,1.56.0 ,😍 Very satisfied,,,,,,,
2024-10-24,13:10:05,UTC,clarks,W8YgmgTMDbH9Si4-GZ-aW,3040,clarks_3040,,aca9cead43455b0aa2c0cc1275ca138c,1.56.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Payment`",,
2024-10-24,13:41:29,UTC,footasylum,appEKHUnqayfM45ac7NSd,S0065,footasylum_S0065,,7ef1d6d35e6950bc805369dc8f2dbcd2,1.56.0 ,😐 Neutral,,,,,,,
2024-10-24,13:52:54,UTC,lego,KFKBJyQuqn9COQWGnmkEG,867,lego_867,,8fe3e3d4e2ce572086b896fc36af41e1,1.54.0 ,😐 Neutral,`Photos and content load slowly.`,,Rarely (Once a week or less),,,,
2024-10-24,14:08:33,UTC,lego,JrL0pl90YW2A4Dw15FOSe,821,lego_821,,ccf6b023bb935e2d9802a62022f53485,1.55.0 ,🙂 Satisfied,,,,😍 Excellent,"`Searching` ,`Payment` ,`Others (please specify)`","after imputing a gift card for payment, you can’t cancel the transaction, this could be problematic for a guest who would not want to complete the transaction if they change their mind, there should be a way to put the gift card money back onto the gift card instead of giving no option but to complete the transaction",I love the app and you guys are doing a great job letting us be able to process transactions swiftly! thank you for all the work the team puts into it! 
2024-10-24,14:26:48,UTC,davidstea,HVCSfOPWT-7XzktlGYTc8,44,davidstea_44,,d2160c729f7c5f748300bfbef6244b71,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,`Speed and Performance`,,
2024-10-24,15:18:28,UTC,fossilgroup,M5tE9M0j-fWvM3jO4BnvI,3984,fossilgroup_3984,,e37f4b758253517abf60c3f5131cff14,1.56.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),😐 OK,"`Searching` ,`Customer Capture`",,
2024-10-24,15:21:24,UTC,clarks,HBZp1JN6bbOnJGCi9BEXJ,555,clarks_555,,80404689bb075aa8a4576315bb002336,1.56.0 ,🙂 Satisfied,,,,😐 OK,"`Scanning` ,`Searching` ,`Others (please specify)`",I think it would be good if we could filter specific genders and shoe types such as wide fit boots in size 6 ,
2024-10-24,15:31:21,UTC,clarks,EokpmXKhWceeIIL5z6jfd,6298,clarks_6298,,23997e5d945a52c99248fbf5ff472a43,1.56.0 ,🙂 Satisfied,,,,🙂 Good,`Scanning`,,
2024-10-24,15:44:20,UTC,clarks,rMg8-KQXKhSg1tOAkAHQM,5109,clarks_5109,,e018522cc389585cb18818492fa98b6d,1.56.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Occasionally (2-3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,
2024-10-24,16:01:33,UTC,aninebing,D6PfC-3svQexNPOFGhkRY,23,aninebing_23,,39419ae2e2ce5a88a16a79f24c9d26dd,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,`Speed and Performance`,,NewStore is an excellent platform!😊
2024-10-24,16:16:10,UTC,lego,L-n-Lbs5lzNoEPyRBKNlM,848,lego_848,,3d9c9351909b5a57bd7e01062407019f,1.55.0 ,🙁 Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Others (please specify)`",Receipts printing faster,
2024-10-24,16:21:40,UTC,clarks,UDKh421kcspc4htGvjdZn,5415,clarks_5415,,33ceace3c9d45612852e2b0dc29cb771,1.56.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work`",,Frequently (more than 3 times per week),🙂 Good,"`Speed and Performance` ,`Searching`",,
2024-10-24,16:38:57,UTC,windsor,eZVQJ_0MTByCN7nLT-cpM,254,windsor_254,,7c14250483345b8e957a0ca74d0ebdff,1.55.0 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Scanning`",,
2024-10-24,16:51:46,UTC,lego,pLf-FT95yRICwJHwRuN8n,840,lego_840,,0c1a4e21ba3b5c81a4913f8206bd1c9f,1.55.0 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Logging in` ,`Customer Capture` ,`Payment`",,
2024-10-24,17:35:31,UTC,footasylum,gnf3VqOZUYAMjHKplExVW,S0090,footasylum_S0090,,3164ed1c4daf50b89776c1ef62a3aa0c,1.56.0 ,😭 Very Unsatisfied,,,,,,,
2024-10-24,17:45:51,UTC,lego,8fWTMN_gPAkfG79lSwt5G,879,lego_879,,1fc91e6816e75a208b6e72d1f6e4395c,1.56.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Logging in`",,
2024-10-24,18:02:55,UTC,vbretail,V9AhZWP-FSHmeyFI2expL,311034,vbretail_311034,,c0b180d4918e56ec92c3503caf965dcd,1.56.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.` ,`Other (please specify)`",Is not showing the texts that I already sent ,Consistently (daily),☹️ Poor,`Speed and Performance`,,
2024-10-24,18:09:38,UTC,footasylum,pcBAQb4xAS3FpZe9pwZRp,S0075,footasylum_S0075,,f024e489def957bbb362bd2ba84c9c0f,1.56.0 ,🙂 Satisfied,,,,😐 OK,`Speed and Performance`,,
2024-10-24,18:10:49,UTC,untuckit,ZHCKGz3_RGJTHIlmXcr-7,54c4b40e-de15-49be-9cfc-17e5c6ade351,untuckit_54c4b40e-de15-49be-9cfc-17e5c6ade351,,c5d1e14e3e44421385a6aec9a64655dd,1.56.0 ,🙂 Satisfied,,,,🙂 Good,`Logging in`,,"It would be so helpful if when you come in and have to sign in to NewStore, that it would be effective in all terminals.It would be so helpful for us following up with a customer for the same customer to appear in all terminals the same."
2024-10-24,19:04:20,UTC,kurtgeiger,SbHZ-3wdYxlsVjCS5Ienr,559,kurtgeiger_559,,045b2c9cb5bf535f9f3abe7eec039a8c,1.56.0 ,😭 Very Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Occasionally (2-3 times per week),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Ease of Navigation`",,
2024-10-24,19:25:32,UTC,clarks,TuOYRMBnL0xkR7-WJNN3R,1784,clarks_1784,,f05148e40d465500b97fc245a60a5e32,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,`Speed and Performance`,,
2024-10-24,21:10:03,UTC,lego,C1zUnpzZVCDSyNX3rVDpe,827,lego_827,,430bcf2aaffa5d3e828156c4bde4f789,1.55.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Logging in` ,`Customer Capture`",,
2024-10-24,21:58:25,UTC,monkeysports,ASPHMHVqhan21yVjdkNaj,NH1,monkeysports_NH1,,30e204454002558c8e8ccad7df2c6be4,1.51.0 ,🙂 Satisfied,,,,🙂 Good,"`Searching` ,`Ease of Navigation`",,
2024-10-25,1:45:58,UTC,williams,abizQ7CXp8BVtGRiDXr8z,KDK,williams_KDK,,a365b1b9d9105baba8cf9050820be49e,1.55.0 ,🙂 Satisfied,,,,😍 Excellent,`Speed and Performance`,,
2024-10-25,3:01:35,UTC,rmwilliams,VNG4ENkSJVJtwGEHhmFZJ,407,rmwilliams_407,,6caa03bcceef5152b263e9d4073702ff,1.53.1 ,🙂 Satisfied,,,,😐 OK,`Speed and Performance`,,
2024-10-25,6:09:49,UTC,lego,odn_LrgtrsAQtO--oJA_M,110,lego_110,,542b142c34735a928c3995a13969ca17,1.56.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.`",,Consistently (daily),😐 OK,`Speed and Performance`,,
2024-10-25,8:21:38,UTC,footasylum,8kEg0X4_Bs8_UHWd36ftL,S0073,footasylum_S0073,,1e2a85b80ddb55c28fd8bec99b728a1e,1.56.0 ,🙂 Satisfied,,,,🙂 Good,"`Scanning` ,`Payment`",,
2024-10-25,8:56:39,UTC,sweatybetty,8kyGMDCTF2KUMJBjO8KW7,39,sweatybetty_39,,751301b68d495f489a2357beb644b701,1.56.0 ,😐 Neutral,,,,,,,
2024-10-25,9:33:36,UTC,clarks,Z2xbnWSoAbj50O8RJc91a,3833,clarks_3833,,fb0dcb4c71ec58ba8a8a844a60c0f54a,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Payment`",,
2024-10-25,9:33:46,UTC,footasylum,ANxA9eFiMkiolof-nZQXj,S0088,footasylum_S0088,,943a65822bc052fd9e8ee97e805ae5e4,1.56.0 ,😭 Very Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),😭 Very poor,"`Speed and Performance` ,`Logging in`",,
2024-10-25,10:24:42,UTC,whitestuff,6vu3a2GwTCgUyizgSyloK,89,whitestuff_89,,9a73a4caebb05200b77919f4f9a4e909,1.56.0 ,🙂 Satisfied,,,,😐 OK,`Customer Capture`,,
2024-10-25,10:25:19,UTC,footasylum,tlXQyLTDjBDoVd8T5JKAB,S0074,footasylum_S0074,,b31db411148853cca9849c6565daafc3,1.56.0 ,😐 Neutral,`Photos and content load slowly.`,,Consistently (daily),😐 OK,,,
2024-10-25,10:34:03,UTC,clarks,k7UIDq0ckTxuhYYJghD35,5413,clarks_5413,,b8390c4de7755057a3e0ce7e4e463d9f,1.56.0 ,🙂 Satisfied,,,,😐 OK,,,
2024-10-25,10:42:57,UTC,footasylum,yTHAe8ymGVRTRHDejbbSy,S0015,footasylum_S0015,,0a298843f4f75bbe80dee43cbfaa6115,1.56.0 ,🙂 Satisfied,,,,🙂 Good,,,
2024-10-25,10:55:37,UTC,footasylum,xJ73qKnuHorwSLcz4V4Nf,S0081,footasylum_S0081,,17b8a44476d2559a9fadbb34b17a5eca,1.56.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.` ,`Other (please specify)`",,Rarely (Once a week or less),😭 Very poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,
2024-10-25,11:09:56,UTC,footasylum,qr2eufYRvTgdsj95bSpzh,S0015,footasylum_S0015,,c6f52b05cd3f5a899c51a3dc1c6f404d,1.56.0 ,😭 Very Unsatisfied,,,,,,,
2024-10-25,11:53:26,UTC,footasylum,buVh6jyu1pPsKzYlz64mr,S0081,footasylum_S0081,,713da5e1f84155efba27d8f31701b377,1.56.0 ,😍 Very satisfied,,,,😍 Excellent,`Payment`,,
2024-10-25,12:06:42,UTC,clarks,WOi7e3qhisbHdj3I5aO7U,2326,clarks_2326,,546235ed35135a40a68cd11c22271d8d,1.56.0 ,😭 Very Unsatisfied,`Slow response to actions (like adding items to a cart)`,,Frequently (more than 3 times per week),☹️ Poor,`Speed and Performance`,,No
