Date,Time,Timezone,Page,Retailer,User Agent,Q1: How would rate your satisfaction with the Omnichannel Manager (NOM) at newstore.com?,Q2: Why are you unsatisfied?,Q3: What should we prioritize improving in NOM?,Q3. Other (Please specify) explain,Q4: Select your job title,Q4. Other (Please specify) explain,Q5: What are the tasks you use NOM for?,Q5. Other (Please specify) explain,Q6: Anything else to add?
2025-10-10,14:56:01,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-10,15:06:10,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-10,15:20:30,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Happy,,,,,,,,
2025-10-10,15:26:40,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-10,15:28:57,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,,,,,,,,
2025-10-10,16:11:36,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-10,16:13:19,UTC,https://manager.clarks.p.newstore.net/login/callback?state=clarks.p&session_state=fdf6de5c-db07-41bc-b18c-74a7(...)0f47e92-d730-4121-911f-902711c39263.fdf6de5c-db07-41bc-b18c-74a75e9430ae.d1de0112-5a35-4521-9aa0-ac11386ad546#,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Disappointed,`NOM is difficult to use.`,,,,,,,
2025-10-10,16:36:04,UTC,https://manager.clarks.p.newstore.net/locations/stores/7759,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-10,16:53:39,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-10,17:23:00,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Happy,,,,,,,,
2025-10-10,18:03:47,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Extremely Happy,,,,,,,,
2025-10-10,18:17:01,UTC,https://manager.clarks.p.newstore.net/insights/reports,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-10,18:47:40,UTC,https://manager.clarks.p.newstore.net/sales/orders?page=0&pagesize=10&filters[placedat][min]=2025-06-08&filters[placedat][max]=2025-06-09&filters[products.fulfillmentlocation][]=a861&sortby=placedat&dir=desc,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,,,,,,,
2025-10-10,19:13:16,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-10,19:18:29,UTC,https://manager.clarks.p.newstore.net/insights/explore,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-10,19:37:37,UTC,https://manager.clarks.p.newstore.net/store-operations/inventory/asns,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-10,19:50:13,UTC,https://manager.clarks.p.newstore.net/insights/reports/c2c04196-3666-46ae-a1b7-7029d0b9efbb,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-10,20:11:15,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-10,22:46:45,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.3485.98",Extremely Happy,,,,,,,,
2025-10-10,23:33:11,UTC,https://manager.clarks.p.newstore.net/insights/reports,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-10,23:35:20,UTC,https://manager.clarks.p.newstore.net/forbidden,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-11,1:03:45,UTC,https://manager.clarks.p.newstore.net/insights/reports,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-11,1:21:07,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-11,2:27:28,UTC,https://manager.clarks.p.newstore.net/insights/reports/cbfef0c2-af77-448b-b7a0-2e58d8c54227,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-11,7:54:55,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Extremely Disappointed,"`NOM is slow, laggy or unreliable.`",,,,,,,
2025-10-11,8:14:37,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,`Other (Please describe)`,,,,,,,
2025-10-11,8:57:31,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-11,9:42:25,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-11,10:52:57,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-11,11:33:16,UTC,https://manager.clarks.p.newstore.net/store-operations/inventory/transfer-orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-11,13:44:20,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-11,14:05:23,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-11,14:40:49,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-11,14:45:05,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,,,,,,,
2025-10-11,14:48:31,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-11,15:39:33,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-11,16:38:27,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-11,16:51:44,UTC,https://manager.clarks.p.newstore.net/insights/reports,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,,,,,,,,
2025-10-11,16:58:06,UTC,https://manager.clarks.p.newstore.net/insights/reports,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-11,17:24:38,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-11,18:11:15,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-11,18:19:14,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,,,,,,,
2025-10-11,18:53:08,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,,,,,,,,
2025-10-11,21:05:49,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-11,21:28:59,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,,,,,,,
2025-10-12,0:16:23,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Extremely Happy,,,,,,,,
2025-10-12,0:30:54,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-12,10:36:19,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-12,10:42:45,UTC,https://manager.clarks.p.newstore.net/sales/orders/6518eec5-cb5c-464f-80cf-d178b09a5913,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-12,10:52:07,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,,,,,,,
2025-10-12,11:23:34,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Neither Happy Nor Disappointed,,,,,,,,
2025-10-12,12:05:44,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-12,14:28:18,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Neither Happy Nor Disappointed,,,,,,,,
2025-10-12,14:39:06,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-12,17:02:47,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,,,,,,,
2025-10-12,17:37:47,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-12,22:19:37,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-12,23:14:10,UTC,https://manager.clarks.p.newstore.net/insights/reports/cbfef0c2-af77-448b-b7a0-2e58d8c54227,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Extremely Happy,,,,,,,,
2025-10-13,7:17:12,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-13,9:21:28,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-13,11:10:34,UTC,https://manager.clarks.p.newstore.net/locations/stores/5115,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Disappointed,,,,,,,,
2025-10-13,13:15:38,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-13,14:27:58,UTC,https://manager.clarks.p.newstore.net/sales/orders/3d675770-8e24-463c-8cb7-a2e5c64e7dc0,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Neither Happy Nor Disappointed,,`Make it easier to import and export data`,,,,,,
2025-10-13,15:04:45,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Extremely Disappointed,,,,,,,,
2025-10-13,23:35:30,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,`Improve the speed and performance`,,,,,,
2025-10-13,23:56:49,UTC,https://manager.clarks.p.newstore.net/insights/reports/cbfef0c2-af77-448b-b7a0-2e58d8c54227,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,,,,,,,
2025-10-14,8:32:21,UTC,https://manager.clarks.p.newstore.net/store-operations/inventory/stock-on-hand?catalog=catalog-channel-tlg&locale=en-gb&location_id=2527&stock_location_id=main,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-14,12:34:05,UTC,https://manager.clarks.p.newstore.net/sales/orders/c4215270-6689-40bc-beb9-5752cc932bc6,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Extremely Disappointed,,,,,,,,
2025-10-14,13:19:25,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-14,13:29:01,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-14,13:41:37,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-14,13:54:41,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Extremely Happy,,,,,,,,
2025-10-14,16:42:41,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Extremely Disappointed,,,,,,,,
2025-10-14,23:56:06,UTC,https://manager.clarks.p.newstore.net/insights/reports/c2c04196-3666-46ae-a1b7-7029d0b9efbb,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-15,8:01:52,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Happy,,,,,,,,
2025-10-15,9:42:06,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,,,,,,,
2025-10-15,10:18:29,UTC,https://manager.clarks.p.newstore.net/sales/orders/deaea40c-7f4b-590a-880b-55b161c0ca22,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,"`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data`",,,,,,
2025-10-15,11:06:52,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-15,11:31:10,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-15,13:29:41,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-15,15:39:42,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,,,,,,,,
2025-10-16,4:44:13,UTC,https://manager.clarks.p.newstore.net/sales/orders/6799c702-bd2b-4dec-adbf-bf0dccc4cbcb,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Make it easier to import and export data`,,,,,,
2025-10-16,7:43:50,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-16,9:10:39,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-16,12:07:16,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,"`NOM is difficult to use.` ,`NOM is slow, laggy or unreliable.` ,`NOM is confusing to navigate.`","`Make it more user friendly` ,`Improve the speed and performance`",,,,,,
2025-10-16,12:46:06,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Extremely Happy,,,,,,,,
2025-10-16,21:39:17,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-16,21:48:56,UTC,https://manager.clarks.p.newstore.net/,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-17,12:01:52,UTC,https://manager.clarks.p.newstore.net/sales/orders,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-17,20:18:51,UTC,https://manager.clarks.p.newstore.net/sales/orders/d05fec54-2a79-4a57-b35c-c42cd34cb7e4,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,,,,,,,,
2025-10-19,14:42:20,UTC,https://manager.clarks.p.newstore.net/insights/reports/62b9949b-8cc5-4b3a-be7a-41c46c6a6b62,clarks,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,,,,,,,,
