Date,Time,Timezone,Store,Version,lastActiveUser,Retailer,Retailer StoreID,Country,lastUserSessionId,lastAppSessionId,Area,Sub Area,What was the problem?
2025-08-25,13:50:22,UTC,7457,1.66.1,6e6cafa2dcbf5b37a603be5e7a565a82,fossilgroup,fossilgroup_7457,United States,W1giM6w7bdEO8A4S1vj0J,8PlwraB1iTulIhqj6kYhi,Selling,Cash Management,Won’t let me open store
2025-08-25,13:52:53,UTC,A156,1.66.1,970545858a36599c9ed59ce590811245,clarks,clarks_A156,United States,VYRuO0kNX8elz7GdleIFF,-gyvN71LJW-Gv5pm_tvuH,Selling,Cash Management,Cant open
2025-08-25,14:08:40,UTC,128,1.68.0,e7312fe1ecf15358a7dea0ddbf1edf6a,sweatybetty,sweatybetty_128,United Kingdom,RFPPtUiR_EJV54bi-FeKp,rykCM-D8Gbbp4Vo8Ihr18,Selling,Printing,When trying to print of receipts from recent transactions it doesn’t work just buffers.
2025-08-25,15:15:33,UTC,e7206c77-4dc4-4329-a4af-522e2297c8b8,1.67.0,be2c6e0322cf55f394b4fca99180be56,untuckit,untuckit_e7206c77-4dc4-4329-a4af-522e2297c8b8,United States,32HucGJoUdHC7MaKl88v6,P-OiK1uOuma71-eAVdrsg,Selling,Chat with Customer,"We have a consistent issue when trying to send SMS messages that the list goes berserk, scrolls up and down constantly and won’t let you view any conversations until you close out of the app and reload."
2025-08-25,15:20:06,UTC,e7206c77-4dc4-4329-a4af-522e2297c8b8,1.67.0,be2c6e0322cf55f394b4fca99180be56,untuckit,untuckit_e7206c77-4dc4-4329-a4af-522e2297c8b8,United States,q7HvP_Z7_z-16sD6io88C,tkt08S_tMJ0C8ueDExkp9,Selling,Chat with Customer,"Same issue, the SMS list keeps melting down scrolling up and down without prompting or ability to control it.  Please fix this issue ASAP"
2025-08-25,15:25:43,UTC,e7206c77-4dc4-4329-a4af-522e2297c8b8,1.67.0,be2c6e0322cf55f394b4fca99180be56,untuckit,untuckit_e7206c77-4dc4-4329-a4af-522e2297c8b8,United States,h0-bcNucbb-rWvGVHkF4a,heWRgU21o2kHcx3IkcvXi,Selling,Chat with Customer,Same issue repeatedly with SMS
2025-08-25,15:28:01,UTC,e7206c77-4dc4-4329-a4af-522e2297c8b8,1.67.0,be2c6e0322cf55f394b4fca99180be56,untuckit,untuckit_e7206c77-4dc4-4329-a4af-522e2297c8b8,United States,d7vmP6f8-ZXiRBdZcs444,s3I8wj5179AKZG4SB1VlN,Selling,Chat with Customer,Same issue….
2025-08-25,16:29:09,UTC,fdd91ec4-83a9-4bdf-9569-46dedc7268bf,1.67.0,611581c9bf275e9d9f595c2aaaa37758,untuckit,untuckit_fdd91ec4-83a9-4bdf-9569-46dedc7268bf,United States,tcEvX1zqvtPwCsVDCDHrx,Lu6lfHhq2FkMtDiclbQXC,Selling,Process Sale,Cannot log into send myfits
2025-08-25,10:59:53,UTC,830,1.68.0,70fdf1cdbd055852bec74a477ae266be,lego,lego_830,Sweden,CCNrQxPl8YgF95v9vK2T9,ESwDvD4crE-ooIZIv9byp,Selling,Process Sale,Just loading
2025-08-25,16:09:07,UTC,712,1.68.0,5aca89a17bf15a4b8e7ce7238a460283,lego,lego_712,Canada,xG0RbbyZ1LR6E0_VSgNqm,OeRAY6y1HbWn1ZpfuzdFn,Selling,Capture Payment,Froze on submit payment
2025-08-25,18:17:12,UTC,872,1.68.0,a10560459cd852e2b510f3da8e8aaef5,lego,lego_872,United States,cpl6ov-xuh2e7U5Lk4MMz,BcOmiRVJ06uxx1fg15MZU,Selling,Scan Product,"Sometimes when I scan a product, it goes into an indefinite loading screen, never loading the product. This happens after not using it after a few moments."
2025-08-25,15:12:42,UTC,370,1.66.1,ae7e6f81869b541688244fd3249c9b0c,windsor,windsor_370,United States,QFHgfI77cP-CPDbIpx1B_,9-iGmSqlC80VRJ4jozooZ,Selling,Process Sale,We are not deleting app but this keeps coming up that we have
2025-08-24,20:20:59,UTC,A873,1.67.0,faf424454697560ab56c5c6187b7992d,clarks,clarks_A873,United States,VO1j0y4ZvRh8ZXiP6oYHg,5o2i0eXoD51l7z3gZKeBl,Login,Select User,Loading wheel of death
2025-08-24,22:53:19,UTC,KHR,1.67.0,29d8b5608a7c592ab109644f300a1215,williams,williams_KHR,Australia,BQgJtIYz9-CiLJ66x3z-Z,6MdgQi07QP8cGVAA3nOgJ,Login,Other,Frozen
2025-08-24,0:55:57,UTC,US-538,1.67.0,d9ccb55bcc3056858f269f7d6255191b,allsaints,allsaints_US-538,United States,DyHSJVnHL7PJViehe96tS,Nh5kAFm9JaeVjI7cAwlsK,Selling,Cash Management,Cannot access summary to close store
2025-08-24,14:22:29,UTC,UK-324,1.65.0,92424e2c40085425a57144e350a9d55e,allsaints,allsaints_UK-324,United Kingdom,unH4I7HG1xq1u7pIvN8rR,WIB9fqwjG8NcOsqGU8uJm,Selling,Capture Payment,Crashed during payment
2025-08-24,14:26:38,UTC,5038,1.57.0,f3755a47fdea5906af33b64658af2970,clarks,clarks_5038,United Kingdom,zYfLMyRUnyao-WRdJwfus,02QeTcounO5YuwUAu8tVZ,Selling,Capture Payment,Froze on transaction screen
2025-08-24,17:31:21,UTC,A121,1.66.1,e358b3e6c9905b51afce14d3f9119ee5,clarks,clarks_A121,United States,KMd1rsSUKcR_Ier592ETm,hDAuIFmX-kMB8XftSMMSY,Selling,Sales Dashboard,Loading page
2025-08-24,18:02:29,UTC,7507,1.66.1,6349c9630034568aaa6535641e3d2500,fossilgroup,fossilgroup_7507,United States,G65LioDx-LC0Zb1UylA9x,GV0AHEgTSOKiKGhA0jFnR,Selling,Sales Dashboard,Says dashboard is unavailable
2025-08-24,22:20:53,UTC,dc0e025f-5cf5-427d-b71e-b8853974618f,1.67.0,22c761098b3250e182335961ce6a55ee,untuckit,untuckit_dc0e025f-5cf5-427d-b71e-b8853974618f,United States,JBnsQhUSUVK_b4Av7dyPp,COKoG11OQofTo6RrH2o1D,Selling,Search/Create Customer,"Multiple customers now have showed me they have emails with us. They received emails today, but their accounts were not able to be found so we had to create a new account for them."
2025-08-24,14:18:27,UTC,838,1.68.0,94cb558627ce5de48a7b371118090c40,lego,lego_838,United Kingdom,wF6o-Y5pp9LYsdkk7-rnV,axiQ0GkJDIPOKqo4xQo_M,Selling,Chat with Customer,Didn’t go through
2025-08-24,19:59:35,UTC,769,1.68.0,9c8cf1a9bd3b5c139d3c50776b5286e3,lego,lego_769,United States,0jZgA7GJg2Wj-wul6sRSa,ZcBEcmkzblj5bbYlBhr8_,Selling,Scan Product,Would not load
2025-08-23,16:50:15,UTC,5021,1.58.0,b668961baee4575b878083acacb94c65,clarks,clarks_5021,United Kingdom,t2HlF9rER3CQ1QkzYfa7W,QuqS7A0pxYAaqHeGMrc1H,Fulfillment,Printing,The shipping label won't print and it is saying there is an error
2025-08-23,20:04:15,UTC,A802,1.66.1,06e9cb393b385fa3a0404475e56074a0,clarks,clarks_A802,United States,3h6j1w1HvXEgcYtUTyvdg,FFseZQRMu0HwciOjQo_xJ,Fulfillment,Packing items,Would not print shipping label
2025-08-23,9:30:51,UTC,3008,1.66.1,9af79eb2f5db5db79caad68a57b0dd04,clarks,clarks_3008,United Kingdom,F7FjREe4epLETjaTLVJNg,0hohLszdxGq6ekV64ITxg,Login,Enter PIN,After pin just had spinny logo
2025-08-23,14:34:29,UTC,UK-500,1.67.0,9ab869aec3175335959312e2f4272f62,allsaints,allsaints_UK-500,United Kingdom,046nSp6NRAmOGvULW2-9P,-AWd5qNFGew98sYXIrnvk,Runner,Accept task,Froze while selecting a new task
2025-08-23,20:46:33,UTC,US-513,1.68.0,9f84f4acb28d51ca8e729c8bf1c696fc,allsaints,allsaints_US-513,United States,gdyN9jIXW0YfDnpEHfXG0,gYAZUEhdiFa-Zk1psXD_P,Runner,Other,"Replen is not updating in real time. A lot of sales are not showing up after ""update replen"" is clicked"
2025-08-23,22:01:38,UTC,dc0e025f-5cf5-427d-b71e-b8853974618f,1.67.0,174e1dcff4c45ea69a0ea20811a6ce7a,untuckit,untuckit_dc0e025f-5cf5-427d-b71e-b8853974618f,United States,ws-c_T4gkdnRl4BQSLf-n,b4Wh1B8rRXdIsdvj4cpWt,Login,Enter PIN,Stuck loading
2025-08-23,22:28:27,UTC,8fa48cb3-f615-4976-b036-bcbd8a0dfa15,1.67.0,2979bd33fb4a5a1a99be328e6de2f207,untuckit,untuckit_8fa48cb3-f615-4976-b036-bcbd8a0dfa15,United States,0MwBZmikyvjkxlE8CWp5Q,ftFMSsaPWZM_CmQPTwTMd,Login,Enter PIN,Kept loading forever
2025-08-23,22:39:14,UTC,-,1.68.0,-,fossilgroup,fossilgroup_-,-,-,-,Login,Enter PIN,It wouldn’t let me enter my pin to login
2025-08-23,23:53:39,UTC,A862,1.66.1,37eb00087a455cd1b241ceebbe192c3a,clarks,clarks_A862,United States,-TjJW7UuW7DAvhWOLFj9d,jsCSl9UZ-iQMp-82KEPnD,Login,Select User,Help
2025-08-23,20:50:40,UTC,738,1.68.0,fcc3947ff5fc5943869df054660d00f8,lego,lego_738,United States,H9wWZWWY4CSWBk41ZVq_i,UApKw-PhPsRv6aRGwcVWO,Login,Enter Email & Password,Stuck spinning after login forcing me to swipe away app. Every time after Microsoft login. Please fix
2025-08-23,18:51:57,UTC,UK-75,1.66.1,ebd74f6d53f3553ab91d3fed93ee2912,allsaints,allsaints_UK-75,United Kingdom,p44QSa01rAN8vKlF-Mu2J,ESMjetQSaq1coxRXYSB-V,Selling,Process Sale,When trying to put sale through it says contact It
2025-08-23,0:02:36,UTC,QBH,1.67.0,84077fbf50235b3b8fed081d56e3082b,djconcession,djconcession_QBH,Australia,c4u1HPBRDbP3Ts5B-EQAo,HP5_z5rgbf12oczdb5szX,Selling,Scan Product,Frozen
2025-08-23,3:33:20,UTC,602,1.68.0,3da622427f3b50d8aa65cae2af1b6f38,rmwilliams,rmwilliams_602,Australia,A6gmd38_0DRl_8rIiYeq0,A5u1lBpo_MQ2ZA648YW3y,Selling,Scan Product,Scanner stopped working
2025-08-23,8:13:29,UTC,S0075,1.68.0,991801f8e7dd583baf0ce2103eb72fb5,footasylum,footasylum_S0075,United Kingdom,QFIt4EtoN_9sEN6QNM7Vz,QNN9XCxQxMKAZtDi8FXco,Selling,Scan Product,Never scans
2025-08-23,10:34:08,UTC,CC-BER,1.60.0,9e7e7237ef3c5cddb59ce66880e4aff1,rapha,rapha_CC-BER,Germany,O6BoxIY02Aa587xR4ET3z,bvW9HzXtzUN5Oq6hOqTtT,Selling,Scan Product,very long loading looking for size avalability
2025-08-23,11:16:06,UTC,CC-LDN,1.67.0,783ed578c62b5c498835c70629cd0e83,rapha,rapha_CC-LDN,United Kingdom,2M2e8bop88cEQWg6ilZiH,TiHgb-F4l9ViaRYRUuJ7G,Selling,Process Sale,Phone was not working
2025-08-23,12:04:51,UTC,S0067,1.68.0,18a22e1d78555c5abeff095ee327e024,footasylum,footasylum_S0067,United Kingdom,sffdeGgOLbUMsI3vNnmGm,5ajo4LdA95u2HREwUqaZk,Selling,Process Sale,Pop up Keeps saying discount code not valid despite not ever applying one. Slowing the app down each time it is opened
2025-08-23,17:58:16,UTC,DC,1.68.0,1d931eecc9f353c3ba2ab045040d35cb,marine-layer,marine-layer_DC,United States,Gv8ncpGEZxW1qRJ95oEGx,3Et6J3foNOYCzLNnf8u8c,Selling,Process Sale,Cancelled transaction
2025-08-23,19:36:47,UTC,4c268e1d-734d-451a-9f45-e3f04afcef2c,1.67.0,e5bb2586d87b556c8801eef1f9e4f694,untuckit,untuckit_4c268e1d-734d-451a-9f45-e3f04afcef2c,United States,RbjK9WDjNTt_Jyv_ousO_,cmFOdoRzOLe9oxjndSXHi,Selling,Search/Create Customer,App freezes every time after deleting a home address on file
2025-08-23,20:11:45,UTC,A814,1.66.1,8356146a48ee503a8759145eb5c6daef,clarks,clarks_A814,United States,hW68SUn0h6g1T_yqtbiQf,hDoA1vXM7ANFrJZqAUa5n,Selling,Search/Create Customer,Customer email edit
2025-08-23,21:19:12,UTC,SD,1.68.0,77a6baf1363f52ebb04c37e2114baee9,marine-layer,marine-layer_SD,United States,A8FIe3AxnYmFXT0B2UC7Z,ZI9V7248WJrljdMQDE9KO,Selling,Capture Payment,"Gift card used, however customer changed their mind and is stuck on the payment screen"
2025-08-23,14:25:02,UTC,97,1.68.0,cf6c99ef01b85158a57e9494dff77a14,sweatybetty,sweatybetty_97,United Kingdom,5ejpr-J7T4kf-4bnPRFsB,oJ2EVxW3SohFqXKlQshii,Selling,Search/Create Customer,Purchase history for a customer
2025-08-22,9:21:24,UTC,2381,1.66.0,a1fba8f925c85f2099ddb7aca1055752,fossilgroup,fossilgroup_2381,Ireland,2UN9afsFvnIm8_gJ_KzDp,1rKhLbA0jQGWR9BgNvmcW,Login,Enter PIN,Entered pin and keeps loading
2025-08-22,9:24:51,UTC,3403,1.66.0,f82dca150e3f536ca5c4000f7ba0e8db,fossilgroup,fossilgroup_3403,Malaysia,tXIvUp4RwIp7qYUEmIXvz,VJdkpInLaXHF7i9J9bfHo,Login,Other,Line always problem.
2025-08-22,9:27:57,UTC,3947,1.66.1,8b7896456a30586b964f8c6c6c2418aa,fossilgroup,fossilgroup_3947,Germany,uRkAhXhIi3YR2syaJjcJc,Rw3WMEpu7xabILNY4sF10,Login,Enter PIN,"It stays loading, tried to force close, restart, turn off WiFi, still not working. Can’t get into the system"
2025-08-22,9:58:40,UTC,3901,1.66.1,c018a40c1ba65668ab2daef873307cb0,fossilgroup,fossilgroup_3901,Germany,zfqrBx6cbN5APFJiwmlTB,cX1N3aVKJ3fk7-QuJ3jKb,Login,Enter PIN,I entered the pin but couldn’t log in
2025-08-22,10:10:50,UTC,2879,1.66.0,5ac660252645581692a5a17f26bac9c7,fossilgroup,fossilgroup_2879,Belgium,MQZY4VRNO-iXKZQsc7aGz,eA8KFWFea--Cwm4jN32w5,Login,Other,Can’t login
2025-08-22,11:08:24,UTC,620,1.66.1,f53b3d8043795c0991613feea0866042,clarks,clarks_620,United Kingdom,T1e8-HjUkPc1MUHQiroR-,ldPkip2FOww8xAkw8BbOA,Login,Enter PIN,Freezes
2025-08-22,13:35:38,UTC,CC-NY,1.68.0,b9ab6a915ec45e4585edc88a33e14627,rapha,rapha_CC-NY,United States,T_ibhUv9wb1BrajgcrS_M,jvbNe5gAYYfFbykl5DRtH,Login,Enter PIN,I keep trying to load and log in. There’s a spinning loading wheel and it never loads
2025-08-22,13:41:10,UTC,3008,1.66.1,aebe1c1c4e5e5ce1bd34caf70149402a,clarks,clarks_3008,United Kingdom,F3T5yxGWW5xKmkMcTQ2sC,IJLfUTcG4b1o3xdbTYyB6,Login,Other,Wouldnt load once logged in
2025-08-22,15:23:42,UTC,A128,1.66.1,3b552c8e3f5752ffb7fb34a8a138aa09,clarks,clarks_A128,United States,gBdfNyE7iO80u5hKW7QH5,9DkZ0jl8UwdT7pasNDpRC,Login,Other,Please fix this app.  We cant even help customers
2025-08-22,22:36:30,UTC,NW23,1.68.0,6a9f5a837c2e5474a099e8d147c3926c,marine-layer,marine-layer_NW23,United States,yZn04yVTOx5MXK4byNYjy,IPP1cJpjdxRMznMeUjcSi,Login,Enter Email & Password,"After entering password, the grey loading circle rotates forever until we terminate the app "
2025-08-22,9:50:00,UTC,7785,1.66.1,8776ddabbf7351dc907a20efaebdcadf,clarks,clarks_7785,Netherlands,r4vldlaUjyOAoX_GECj5d,1D8ggA3qSntBXnStIQdoc,Selling,Scan Product,Not scanning
2025-08-22,11:36:46,UTC,DK-CPH-AIR,1.64.0,7eba7a5ec0845ff190d2c87ffaa0abca,ganni,ganni_DK-CPH-AIR,Denmark,3MfIJByijBGe0viIom6Uj,-WDZyqg-HQgsE_2yte_AL,Selling,Process Sale,This app never works the first time you open it and try to do anything. It just loads
2025-08-22,17:39:42,UTC,5975,1.66.1,cf57564ad2875c96b8c3fb9a0d5bd423,fossilgroup,fossilgroup_5975,Canada,8AWE-A468pzgh9kaWrRFt,czwubjp1N52PgrSRmi4E3,Selling,Printing,Printing
2025-08-22,20:02:58,UTC,A808,1.66.1,4b19ea68ecf2586ab14515a9be0adb4d,clarks,clarks_A808,United States,_WEf-uGzI5mz81zLWraZ3,mhKjRNBxdZKcup_7NZj7l,Selling,Scan Product,Tried to scan shoot and it buffered after capturing the barcode
2025-08-22,20:15:57,UTC,MCK_NY_Woodbury_U64,1.68.0,222422b8418052e88a5422e0e5de0341,appgroup,appgroup_MCK_NY_Woodbury_U64,United States,THZQLJH6hsWbbiAJLatpT,7BB_IP5xIEXn5C1HA3_At,Selling,Search/Browse Catalog,Keeps crashing out.
2025-08-22,20:41:56,UTC,WC,1.68.0,0fe15814d95b56ecb9339b5dc3c35ad9,marine-layer,marine-layer_WC,United States,ahrsGA1WzGsYHNo4_LEYO,883sd77aIr4nI3En_qGai,Selling,Process Sale,Keeps loading for a long time until you close the app
2025-08-22,21:49:29,UTC,A121,1.66.1,abe4013dc4f65acdb578ee07f741439f,clarks,clarks_A121,United States,NOX3vJJCxLgoklhvDwTie,lDHeSQLDken8a1KVnfR0y,Selling,Search/Browse Catalog,Page to load catalog...is not loading
2025-08-22,22:25:46,UTC,364,1.67.0,e81901942dba5f8fb811a322b94f99c8,lornajaneoms,lornajaneoms_364,New Zealand,eDaJHwIuHcw1C6x2KN2Tu,3dP3U6PkMEdlKT4yY0H6l,Selling,Search/Create Customer,Freezes
2025-08-22,23:43:33,UTC,KBN,1.67.0,8d3ef784522652ca8b4bed05d6e59282,williams,williams_KBN,Australia,bkNqiqH5v_kYQ_BEM3vV6,N_vgijKYIQGPS-JAaQAOS,Selling,Scan Product,Lagging & frozen!
2025-08-21,20:24:14,UTC,364,1.67.0,e81901942dba5f8fb811a322b94f99c8,lornajaneoms,lornajaneoms_364,New Zealand,VWrwsDNwy0e-wCynrgXzE,qazTJZf0eerUSh906LwmX,Login,Enter PIN,Logging into a pick order extremely slow then the screen freezes
2025-08-21,11:36:40,UTC,5624,1.66.1,f5320f15eee85c2b8a2b4e0256018f54,clarks,clarks_5624,United Kingdom,Dx3LbpjIwiY061poenGnI,CIVxzwkOwGI3xfsL2oI9O,Login,Enter PIN,Would not let me login after entering my pjn
2025-08-21,12:29:13,UTC,1784,1.66.1,c94bdf09209f54ce9125416ebe1dc8c3,clarks,clarks_1784,United Kingdom,GXLgYP-Qrg2Jih5_eOu1X,xs_Qx0C1g8QsgcGUmNckd,Runner,Create task,"On my account, its stuck so i cant go back, im currently just stuck on a task from ages ago and it wont let me go off it"
2025-08-21,14:01:33,UTC,5481,1.66.1,e5286d7973f35a83870d799e118eeb30,clarks,clarks_5481,United Kingdom,g0sxOlV8XKD7GX63O1OZv,4b5SrDj0_ZyyT29-PWJVD,Runner,Close task,"Task will not disappear of the screen and there is no button to clear it , completely frozen on the task "
2025-08-21,14:47:04,UTC,10030,1.68.0,f5ae9d1969635966a611b8157cb610fa,shinola,shinola_10030,United States,HYapx4MAnREL92PA2x7Yh,4prajoFuY-PWb1kwAv4J8,Login,Enter Email & Password,It says there is an issue with identity power ? I was able go log in on the other device but not this one
2025-08-21,19:34:35,UTC,A128,1.66.1,6b1ffdd99fd85b7e935f1289581b5b0d,clarks,clarks_A128,United States,qBdeqTS8yUZkANs9rENTo,5u3w_VuCefuQFL24uj3ij,Login,Enter PIN,This is literally tge worst app i have used in all my 45 years on this earth
2025-08-21,15:30:06,UTC,723,1.68.0,fc968686390d5561b4d964ed142669fd,lego,lego_723,United States,yskQsR3RfR-MrBUsv9ZTm,xx17JW5YE1jiTSkjROwaM,Login,Other,"After logging in with pin if Luca is open still in the background processes including logging in,sometimes hang."
2025-08-21,17:57:55,UTC,US-543,1.68.0,5c85431354fc5c5fb608b7d8017a18ee,allsaints,allsaints_US-543,United States,vJLWTfXWpAhLz8DraDvj4,F0TDaAZDGRf4z5qYWxXto,Selling,Printing,Printer not connecting
2025-08-21,21:57:02,UTC,US-533,1.67.0,8f5a07752d1f5a998b8f9301662f6a60,allsaints,allsaints_US-533,United States,L6YoR9porQxBt-C2jPWQi,gpeqZb8_eVXb15D35B-6N,Selling,Process Sale,Keeps freezing after too many actions
2025-08-21,14:21:38,UTC,-,1.68.0,-,fossilgroup,fossilgroup_-,-,-,-,Selling,Cash Management,System does not respond
2025-08-21,7:31:35,UTC,427,1.67.0,e681cb463f3153019bb8646d3b10d01d,lornajaneoms,lornajaneoms_427,Australia,60NyQA0HGt8Klg40ljCUG,hdtOSOqnAWp54jlWPwjLk,Selling,Search/Browse Catalog,Won’t let me close the window
2025-08-21,16:03:20,UTC,45e8cc89-a804-4e64-b24c-48763c134c80,1.67.0,c2a5783769075125b3db1ca37a64540c,untuckit,untuckit_45e8cc89-a804-4e64-b24c-48763c134c80,United States,DA3jT0iaB472vTC36TK5W,lFjM3CDJcN8OJzK2UUncD,Selling,Chat with Customer,The app froze when it went into standby mode. It load up the conversation at a snails pace after being waken up.
2025-08-21,16:50:43,UTC,A891,1.66.1,9e3b9499441456ea92b34673a169754a,clarks,clarks_A891,United States,Sc6I6QQ7-4h7zPlcBSQt8,H_0_gEh3eOKzgogdUqgZg,Selling,Scan Product,Wont add to cart
2025-08-21,17:19:06,UTC,4f020fdd-031b-4ba4-93f7-6ec2adcc7584,1.67.0,076edc6d857d568ab0f26b5cf5064501,untuckit,untuckit_4f020fdd-031b-4ba4-93f7-6ec2adcc7584,United States,YjzfScljv0Sqo5dNte3Eb,KdKraBdny3F55HvCHoMzk,Selling,Search/Create Customer,My Fits. Error processing request.
2025-08-21,17:39:27,UTC,4f020fdd-031b-4ba4-93f7-6ec2adcc7584,1.67.0,076edc6d857d568ab0f26b5cf5064501,untuckit,untuckit_4f020fdd-031b-4ba4-93f7-6ec2adcc7584,United States,MjH6PNQVefVo8LdiqqhjS,ck0U7vgK7qTA7PTrxo_Jp,Selling,Search/Create Customer,My Fits. Extremely slow and giving error processing your request in putting my fits.
2025-08-21,17:54:26,UTC,78f4e9f1-1f1e-4810-8afb-3320dadff486,1.67.0,eedc982eaab95c08aaeb46b4134c8130,untuckit,untuckit_78f4e9f1-1f1e-4810-8afb-3320dadff486,United States,gzu_98yoYXskb5JIsQjx6,bK4M4-0CQjbCEsMbOb7Xa,Selling,Search/Create Customer,I was doing my fits
2025-08-21,18:31:54,UTC,A833,1.66.1,b0a52d15a9a15593ac7b480b95c632d6,clarks,clarks_A833,United States,3mUB-IoiA5drDpnbA_kkv,pgGHSrFXjZd5miFywZqIT,Selling,Search/Create Customer,Enter address not working
2025-08-21,20:13:42,UTC,8261c026-481c-4c7c-a91e-18a31cc12b1f,1.67.0,970b27272798597b893fefe2b1d7ad53,untuckit,untuckit_8261c026-481c-4c7c-a91e-18a31cc12b1f,United States,MtpMZbNR2_dz-qR_ckuXA,A2aX7J3umXrmpp8xj887t,Selling,Scan Product,Item unable to scan
2025-08-21,20:49:37,UTC,e9e1334d-7977-455f-98f0-ad138394a9b7,1.67.0,69976c709d305afb91f735c22b2d9967,untuckit,untuckit_e9e1334d-7977-455f-98f0-ad138394a9b7,United States,xdtkvUSqBHyUanrlC_HI0,wnO1Sa4yMt7ELfqas3U4G,Selling,Printing,Not wanting to print receipts
2025-08-21,21:11:44,UTC,A128,1.66.1,6b1ffdd99fd85b7e935f1289581b5b0d,clarks,clarks_A128,United States,f8Ay8cBwk3JgmWw0FdnmU,KTYwNvuXw_KCkKyrvInq7,Selling,Process Sale,Literally cannot help customers
2025-08-21,1:51:21,UTC,730,1.68.0,7dc62c821bc25c8586a0b4345bcc5dfb,lego,lego_730,United States,-bj8EdjajFmiRxkXmtFcW,Jhzq_tmR2F1dTwBSeAGmh,Selling,Capture Payment,"Ped terminal lost charge, battery at zero but I phone was stuck in “transaction in process”"
2025-08-21,10:01:47,UTC,39,1.67.0,a5733f0854a7506ebbde2fc563fc86d2,sweatybetty,sweatybetty_39,United Kingdom,KYMisu13rWace2PTOZoKO,vY2AEF_QspSRf9_p7w-Pt,Selling,Process Return,It is not loading
2025-08-20,9:42:56,UTC,963,1.68.0,49fbbef952945388acff46a940719743,rmwilliams,rmwilliams_963,United Kingdom,p5OQ-ahoi0PAblbgKF6Bk,CxQzFRWeJYcckeAgG_FPq,Fulfillment,Printing,Didn’t print shipping label
2025-08-20,1:06:58,UTC,JBX,1.67.0,83f296c901b658679c67bd61593d6d44,mathers,mathers_JBX,Australia,mdYdWdAA4Y8tE-cSdMpNp,AHRvQgmgKHyB4MRhFzztC,Login,Other,Just trying to get into the program freezes
2025-08-20,4:50:08,UTC,KEQ,1.67.0,91d31d17e76f5867bbfde3cb3254c393,williams,williams_KEQ,Australia,RYPnVB6RPIN3OaJUD9CWK,2VrA_bkiWj_JgIbENwBZz,Login,Other,App is too slow
2025-08-20,4:52:59,UTC,KEQ,1.67.0,91d31d17e76f5867bbfde3cb3254c393,williams,williams_KEQ,Australia,TW2-7rRTdtukMCmsOH4y9,hghdMbJA431fX3sDFLqZT,Login,Other,App is slow
2025-08-20,5:06:41,UTC,KEQ,1.67.0,91d31d17e76f5867bbfde3cb3254c393,williams,williams_KEQ,Australia,Ss-8m9M9R8QuwDuxGP-Wh,WlFS3ZJExFcJ3ZMEcTu0A,Login,Other,App is slow and freezes
2025-08-20,14:05:56,UTC,A889,1.66.1,299f2efe2b0e5677a9bd1e5ae139d772,clarks,clarks_A889,United States,cD_qkKhoMP9QeI_oDto71,kFr22cOe7kmQcCHWQdFLd,Login,Enter PIN,I selected my name and went to input pin when it froze and just spins until i close the app. This happens on a regular basis.
2025-08-20,15:51:23,UTC,SOCO,1.68.0,87a5c0ae5f845f3d9a25b870839bdaaf,marine-layer,marine-layer_SOCO,United States,hCWLQkj3FEjoEAPS57r5O,Mkj5x68Wns0gtH-KOssDK,Login,Enter PIN,Froze after entering pin
2025-08-20,16:18:10,UTC,800,1.68.0,c72c1b38f0fd5f9580a8ca7bf8634d38,saucony,saucony_800,United Kingdom,_81toBp3ybWPvrar5sUgK,7BVGrPfRJK3w8o8gDcIyX,Login,Enter Email & Password,It was saying that my login had failed
2025-08-20,22:41:37,UTC,WC,1.68.0,13230494cd0d5fd5b84eacffe8018cef,marine-layer,marine-layer_WC,United States,Nzqu55n39v6Zi2NwkP7QN,UMGZGWnwUMNGHcJfQ9Feo,Login,Enter PIN,It is very slow to load and won’t go fast unless you close it and open it again
2025-08-20,3:27:04,UTC,KDB,1.67.0,a260ddd107d65c15a8fb4ee69161600d,williams,williams_KDB,Australia,Rp4zgM9Dnh_uv-kNuztax,3gXAzkC6AaLo68YGMNtGB,Inventory,Receiving,Slow as ever
2025-08-20,5:26:00,UTC,364,1.67.0,e81901942dba5f8fb811a322b94f99c8,lornajaneoms,lornajaneoms_364,New Zealand,ZTD510B_gaoyp0qK1hBYf,jpAHhtj3qaNQ_md6KX31c,Inventory,Transferring,Log out and doesn’t respond
2025-08-20,14:16:48,UTC,US-538,1.67.0,d9ccb55bcc3056858f269f7d6255191b,allsaints,allsaints_US-538,United States,jFOjmsg9iIVE530SlI6h2,E6dNSupsJjTOxYOTR02B8,Selling,Search/Create Customer,Would not load client
2025-08-20,17:55:52,UTC,US-533,1.67.0,8f5a07752d1f5a998b8f9301662f6a60,allsaints,allsaints_US-533,United States,Cn-H3WwQI1jvPiyqevrB4,5cOp9PsRes4DTXT29g0Kj,Selling,Search/Browse Catalog,Has issues loading when app is opened for too long.
2025-08-20,19:00:38,UTC,US-533,1.67.0,8f5a07752d1f5a998b8f9301662f6a60,allsaints,allsaints_US-533,United States,BaWj992h_Zw7juBAnDvtz,jm9G7m6QF9jqUhTdIIC1X,Selling,Scan Product,Same issue with loading
